"","RID","gender","age","religious_identity","caste","educ_level","employment_status","annual_household_income","marital_status","party_support","should_women_run","registered_to_vote","pol_engagement","vote_2019_national","vote_2020_delhi","country_direction","modi_approval","lib_cons_scale","most_imp_issue","support_wrb","village_res","state_res","national_res","no_res","village_res_treat","state_res_treat","national_res_treat","sc_st_res_treat","village_res_control","state_res_control","national_res_control","sc_st_res_control","news_verification","woman_false_1","woman_false_2","woman_false_3","male_false_1","male_false_2","male_false_3","male_false_4","male_true_1","male_true_2","female_true_1","female_true_2","female_true_3","Treatment","Control","response_id","caste_bin","edu","employed","household_inc","marriage","vote_2019","vote_2020","political_engagement","ideology_scale","religion","wrb"
"248","R_1gUdQFMQb72OMRJ","0",29,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,1,2,1,2,1,1,1,3,1,2,1,1,NA,"5f7b694b-a023-765d-8f97-942f7d8d73c4","0","1","1",3,"1",1,1,1,6,"Hindu",1
"249","R_1JY4z5DBuKtvAsK","1",22,"Hindu","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,2,3,2,4,1,1,1,1,1,2,NA,1,NA,"5f7b6a82-0baa-5fb5-9ea0-d08249a65423","1","1","1",3,"0",1,1,1,7,"Hindu",1
"250","R_2ebDRXz1vDsYyX0","0",24,"Hindu","Forward castes","Post-graduate","Homemaker","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","No","Yes","Wrong track","Approve","Extremely liberal","Economic downturn","Yes","","","National","","Yes","Yes","Yes","No","","","","","No",2,3,3,3,2,2,3,3,2,2,3,2,1,NA,"5f7b6d7d-4432-b69b-524f-da756eb603da","0","1","1",1,"0",0,1,0.5,7,"Hindu",1
"251","R_2aV7jQ1hAxZkvTf","1",38,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7b6e0c-f4a0-8f25-d3e2-3f562650ef15","1","1","1",2,"1",1,1,1,7,"Hindu",1
"252","R_ypCkTBO6eziQYwx","0",19,"Hindu",NA,"Higher secondary/Senior secondary","Student","₹0 - ₹2,50,000","Never married","None of the above",1,"No","Extremely engaged","No","No","Right direction","Approve","Liberal","Military tensions","No","Village","","","","","","","","Yes","No","No","Yes","No",4,2,2,2,4,3,3,2,4,4,1,4,NA,1,"5f7b6e1f-07f5-f731-15b5-f8659137ba1f",NA,"0","0",1,"0",0,0,0,6,"Hindu",0
"253","R_1PXB4rERZiPV73H","1",22,"Hindu","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,3,2,4,1,1,1,2,1,1,1,1,NA,"5f7b6ed3-dea7-bfa0-66d0-caed2795fce0","1","1","1",3,"0",1,1,1,7,"Hindu",1
"254","R_3jSBH9KedtwD33C","0",25,"Hindu",NA,"Higher secondary/Senior secondary","Self-employed/freelance","₹0 - ₹2,50,000","Currently married","None of the above",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Haven't thought much about this","Military tensions","Yes","Village","","","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,"5f7b6ecb-10be-e362-bfe4-9b857014108f",NA,"0","1",1,"1",1,1,1,NA,"Hindu",1
"255","R_2SvMYzkPjosCxuU","0",18,"Hindu","Other backward classes (OBCs)","Higher secondary/Senior secondary","Student","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","No","Yes","Right direction","Approve","Haven't thought much about this","Economic downturn","Yes","","","National","","No","No","Yes","Yes","","","","","Yes",2,2,3,2,3,4,3,4,4,4,1,4,1,NA,"5f7b6e73-721b-68f8-d65e-3dd2f262a4d3","1","0","0",2,"0",0,1,0.5,NA,"Hindu",1
"256","R_1gTNPIfBvmb75JE","0",46,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","None of the above",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,3,3,3,3,3,3,3,2,3,2,3,NA,1,"5f7b6d5f-ebfe-149b-6f2f-0ce5e3b259fc","0","1","1",4,"1",1,1,1,6,"Hindu",1
"257","R_3Rax5UvlV0Heulo","1",27,"Muslim",NA,"Graduate","Homemaker","₹0 - ₹2,50,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Slightly liberal","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","No",1,1,1,2,3,1,1,4,4,2,2,2,NA,1,"5f7b6db2-9e7a-1efc-f6a9-68c15d4c6faa",NA,"1","1",1,"1",1,1,1,5,"Muslim",1
"258","R_3k54nl22TrG8usX","0",20,"Hindu","Scheduled tribe","Graduate","Student","₹0 - ₹2,50,000","Never married","Indian National Congress (INC)",0,"Yes","Not at all engaged","No","Yes","Right direction","Approve","Extremely liberal","Economic downturn","No","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,3,2,3,2,2,3,2,2,2,2,1,NA,"5f7b6e20-0179-8149-0ae0-50dc88add508","1","1","0",1,"0",0,1,0.5,7,"Hindu",0
"259","R_2CUE1MIy1J0iZjh","0",37,"Hindu",NA,"Graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","No","Right direction","Approve","Slightly liberal","Economic downturn","Maybe","Village","State","National","","Yes","Yes","Yes","No","","","","","Yes",1,1,1,1,2,1,1,3,3,3,1,1,1,NA,"5f7b6f7a-510f-11de-7022-df2190d7c29b",NA,"1","1",2,"1",1,0,0.5,5,"Hindu",0
"260","R_24OYW0JdsSn8VVt","0",20,"Hindu","Forward castes","Graduate","Unemployed and looking for work","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"No","Somewhat engaged","No","No","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","No","Yes","Yes",1,4,4,4,3,3,3,4,4,4,2,3,NA,1,"5f7b6e41-3ffe-958c-ed37-3c2227019d56","0","1","0",1,"0",0,0,0,4,"Hindu",1
"261","R_1i3C7oPbPXwukNB","1",21,"Hindu","Forward castes","Higher secondary/Senior secondary","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Slightly conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","No","Yes",2,1,3,3,1,1,1,1,1,3,3,1,NA,1,"5f7b6f3c-f2a3-3342-303a-67b47b18514b","0","0","1",7,"0",1,1,1,3,"Hindu",1
"262","R_vV2oiiJks0cPHzz","1",35,"Hindu","Forward castes","Doctorate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,1,1,1,1,1,3,3,1,1,1,NA,"5f7b7061-5a7a-19e6-0061-7a3ed5c85179","0","1","1",2,"1",1,1,1,7,"Hindu",1
"263","R_2wB4KqygxlO3SOa","0",20,"Hindu","Scheduled castes","Higher secondary/Senior secondary","Self-employed/freelance","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Caste discrimination","Maybe","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,2,3,1,1,3,2,2,3,2,3,2,NA,1,"5f7b6fdd-a472-2cb0-3558-d3de5cccff00","1","0","1",5,"1",1,1,1,1,"Hindu",0
"264","R_278TGUDjsVPJyF8","1",30,"Hindu","Scheduled castes","Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,2,2,1,1,1,1,1,2,2,2,1,NA,1,"5f7b73c5-749a-c009-0eb1-5ee94abb6a23","1","1","1",3,"1",1,1,1,6,"Hindu",1
"265","R_DS4sflmscLD67Nn","0",19,"Hindu",NA,"Other","Student","₹10,00,001 - ₹20,00,000","Never married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Caste discrimination","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7b7500-60d8-6ea3-fb7c-e69b7507770c",NA,NA,"0",4,"0",1,1,1,6,"Hindu",1
"266","R_YcrXlaMx3RLlmKd","1",38,"Muslim","Forward castes","Post-graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,3,2,2,3,2,2,3,3,2,2,1,NA,"5f7b749b-962d-b981-dea5-e9e85c17f5e2","0","1","1",7,"1",1,1,1,7,"Muslim",1
"267","R_2U9IuJ2dUsMBX3N","1",35,"Hindu","Scheduled castes","Graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic inequality","Yes","","","National","","No","No","No","","","","","","Yes",2,2,3,3,3,1,1,3,1,3,2,2,1,NA,"5f7b75ef-6430-caef-fdf1-c8e895fc426e","1","1","1",5,"1",1,1,1,6,"Hindu",1
"268","R_DIyk3cK5LAM3FFT","0",20,"Christian","Scheduled tribe","Matric/Secondary","Student","₹5,00,001 - ₹10,00,000","Never married","None of the above",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","","State","","","Yes","Yes","No","Yes","","","","","No",1,3,3,3,2,2,3,3,2,1,2,1,1,NA,"5f7b7707-e1d9-6a0b-c7b3-b54c30a13c81","1","0","0",3,"0",1,1,1,4,"Other",1
"269","R_5pVmQ0vEqwqEmhr","0",24,"Muslim","Forward castes","Doctorate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Disapprove","Slightly liberal","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,1,4,4,2,1,4,1,1,NA,1,"5f7b770a-4e1a-0955-a307-689917de4d32","0","1","1",3,"1",1,1,1,5,"Muslim",1
"270","R_3D7xfiW9MEo1Teb","0",29,"Hindu","Forward castes","Graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,3,1,3,1,3,1,3,3,4,1,1,NA,1,"5f7b76d6-9a1a-3930-fc23-360851aee2b5","0","1","1",2,"1",1,1,1,4,"Hindu",1
"271","R_3DphbUIS5iGYO5q","1",25,"Prefer not to say","Forward castes","Post-graduate","Employed","More than ₹50,00,000","Other","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Liberal","Caste discrimination","No","Village","State","","","Yes","Yes","Yes","No","","","","","Yes",1,1,2,1,1,1,1,4,3,3,4,4,1,NA,"5f7b7762-87e7-93a9-a3f2-3cf13667d06f","0","1","1",8,"0",1,1,1,6,"Other",0
"272","R_2Sl8attBJcT9RbA","0",24,"Christian","Scheduled tribe","Post-graduate","Employed","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,3,2,3,3,2,3,NA,1,"5f7b7723-b78a-8d51-94bb-4fd989e3da62","1","1","1",2,"0",1,1,1,6,"Other",1
"273","R_R9rGS4sOlsVVGhz","1",34,"Muslim","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","No",4,3,2,4,3,4,4,3,4,1,4,3,1,NA,"5f7b767f-3a95-9bd4-420d-c8e68c83ceed","1","1","1",3,"1",1,1,1,1,"Muslim",1
"274","R_1imqJqeWaQnKboC","1",20,"Hindu","Other backward classes (OBCs)","Graduate","Employed","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Conservative","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,3,2,3,2,3,3,2,2,3,3,NA,1,"5f7b778d-fc43-5a30-22ce-0c80afd82b0a","1","1","1",1,"0",1,1,1,2,"Hindu",1
"275","R_29ohB39gjYiefNF","1",29,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,2,4,3,2,2,1,4,3,3,3,NA,1,"5f7b77ee-4f7e-b343-fa4a-95fd1f1baaaa","0","1","1",4,"1",1,1,1,1,"Hindu",1
"276","R_3NvUUNGnHVSvwzR","1",31,"Muslim","Scheduled castes","Graduate","Homemaker","₹2,50,001 - ₹5,00,000","Currently married","Aam Aadmi Party (AAP)",1,"No","Somewhat engaged","No","No","Wrong track","Disapprove","Haven't thought much about this","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Maybe","","","","","Yes",1,2,4,1,4,2,1,4,4,4,4,4,1,NA,"5f7b7b46-a92e-05cf-4eda-631785ebd6c9","1","1","1",2,"1",0,0,0,NA,"Muslim",1
"277","R_1CxsYMsPWmal2oa","0",27,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",0,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","No","","","","None","","","","","No","No","No","","Yes",4,1,1,1,1,2,2,1,2,1,1,1,NA,1,"5f7b7899-c86f-c9ba-1e19-8a14972c78b2","0","1","1",3,"1",1,1,1,4,"Hindu",0
"278","R_2v1BFwythF3BI1F","1",32,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",4,3,2,3,1,4,2,3,4,4,2,2,NA,1,"5f7b7bc6-af7d-7879-02a1-62298b8eab42","0","1","1",6,"1",1,1,1,6,"Hindu",1
"279","R_1mDlsdzFJrrCG5H","0",22,"Hindu","Forward castes","Graduate","Interning","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,4,3,4,2,4,4,3,2,2,4,2,NA,1,"5f7b7e81-b0a4-d593-ead2-06fad40d3df3","0","1","1",1,"0",1,1,1,4,"Hindu",1
"280","R_1mVMm1dhPTh4ep8","1",29,"Hindu","Other backward classes (OBCs)","Post-graduate","Other","₹0 - ₹2,50,000","Currently married","None of the above",1,"No","Not at all engaged","No","No","Right direction","Approve","Liberal","Economic inequality","Yes","","","National","","No","Yes","Yes","No","","","","","No",4,3,4,1,4,1,1,4,4,2,1,1,1,NA,"5f7b7fdd-6aa7-ab5a-783d-71916d5d07d8","1","1","1",1,"1",0,0,0,6,"Hindu",1
"281","R_1GQaUiHDH8YYNGH","0",29,"Hindu","Scheduled castes","Post-graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","","","","","","","Yes","Yes","No","Yes","No",4,2,4,3,3,4,3,3,4,2,3,3,NA,1,"5f7b7a2e-2fd8-794e-7506-5dcf62d1e959","1","1","1",6,"1",1,1,1,6,"Hindu",1
"282","R_d0AyXEuxPVdXvwt","0",32,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,1,1,1,1,1,1,1,1,1,1,NA,"5f7b81e0-cabf-8fb4-df15-830e9be499bf","0","1","1",4,"1",1,1,1,7,"Hindu",1
"283","R_uyPbPrnhINmgwUx","0",23,"Christian","Scheduled castes","Matric/Secondary","Employed","₹5,00,001 - ₹10,00,000","Never married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",1,2,2,2,2,3,2,1,3,2,2,NA,1,NA,"5f7b81a0-f5b9-b9f6-b5b1-25bdc16ac084","1","0","1",3,"0",1,0,0.5,1,"Other",1
"284","R_3LjsF6foJEfVGPr","0",20,"Hindu",NA,"Higher secondary/Senior secondary","Unemployed and not looking for work","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,2,2,3,2,4,2,3,3,3,2,NA,1,"5f7b82e5-d444-04c4-ccc5-8ab27735cdad",NA,"0","0",1,"0",1,1,1,7,"Hindu",1
"285","R_1dmgLddQx84s5Vk","0",33,"Prefer not to say",NA,"Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Liberal","Gender discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","No",1,3,2,1,4,4,4,2,3,2,3,4,NA,1,"5f7b82b0-cb1a-84a2-4105-9992e8d1ab20",NA,"1","1",3,"1",1,1,1,6,"Other",1
"286","R_xnEZThJiulxxp8R","0",23,"Hindu","Forward castes","Higher secondary/Senior secondary","Employed","₹0 - ₹2,50,000","Never married","Aam Aadmi Party (AAP)",0,"Yes","Not at all engaged","No","No","Right direction","Approve","Haven't thought much about this","Caste discrimination","Maybe","","State","","","No","No","No","","","","","","No",2,4,3,3,4,3,4,3,4,2,2,4,1,NA,"5f7b8267-0319-d53f-cc63-5a0c6737df16","0","0","1",1,"0",0,0,0,NA,"Hindu",0
"287","R_vJ3Ez5p1HFISWqd","1",35,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",3,4,3,4,3,4,3,3,3,3,3,2,NA,1,"5f7b81af-3816-705f-437c-7005a5a1da7f","0","1","1",3,"1",1,1,1,7,"Hindu",1
"288","R_SYSywoPs7tHUk0h","1",39,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Caste discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,2,2,2,2,2,2,2,3,3,2,2,1,NA,"5f7b8567-0d37-b7a7-e66e-13fa07b92aa4","0","1","1",4,"0",1,1,1,1,"Hindu",1
"289","R_3Dw5fYJCz0Z1PBD","0",18,"Hindu","Other backward classes (OBCs)","Primary","Student","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"No","Not at all engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,2,4,NA,1,"5f7b847f-e3e3-2886-f56a-2d8e6b642927","1","0","0",1,"0",1,1,1,4,"Hindu",1
"290","R_2wcQZ28a9mBoPbN","0",32,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Caste discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,1,1,1,1,1,1,1,1,1,1,NA,"5f7b8524-a117-f3ad-f1bf-468d7e3520c0","0","1","1",4,"1",1,1,1,6,"Hindu",1
"291","R_3g7YncUaTVLuIFT","1",30,"Hindu","Forward castes","Graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,3,3,3,3,3,3,2,2,3,NA,1,"5f7b84e6-62d9-6b6e-da18-e2912a2b36b4","0","1","1",4,"1",1,1,1,7,"Hindu",1
"292","R_2So7S7dGy4Ax5d3","0",21,"Muslim","Other backward classes (OBCs)","Higher secondary/Senior secondary","Student","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Wrong track","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,4,2,2,2,2,3,2,3,3,4,1,NA,"5f7b82d8-e29e-eb14-18df-d26126af1339","1","0","0",1,"0",1,0,0.5,7,"Muslim",1
"293","R_1FJV7baPjmO7sYd","0",30,"Hindu","Forward castes","Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Approve","Liberal","Economic downturn","Yes","Village","State","","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,3,4,3,1,1,2,4,1,3,2,1,NA,"5f7b8414-80f3-b595-ff19-e0c714909966","0","1","1",3,"1",1,1,1,6,"Hindu",1
"294","R_cvTqZ6uICqAETdL","0",30,"Muslim","Forward castes","Post-graduate","Self-employed/freelance","₹20,00,001 - ₹30,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Extremely conservative","Economic downturn","Yes","Village","State","","","","","","","Yes","Yes","Yes","Yes","No",3,4,3,4,1,2,3,3,3,4,3,2,NA,1,"5f7b87bc-5f2c-c90e-17db-362ec0d06b3f","0","1","1",5,"1",1,1,1,1,"Muslim",1
